member_id,household_id,primary_member_id,primary_member_name,full_name,date_of_birth,gender,physical_address,region,district,nwsc_area,town_or_ward,member_marker,relationship_to_primary,seniority_level,job_title,organisation_unit,synthetic_record
NWSC-MEM-001238,NWSC-HH-000714,NWSC-MEM-001101,Francis Ouma,Ocen Ouma,2023-12-29,Male,"Plot 373, Reservoir Road, Mpigi, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Mpigi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001239,NWSC-HH-000567,NWSC-MEM-000954,Agnes Okot,Brenda Okot,2024-10-15,Female,"Plot 472, Main Street, Lugazi, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Lugazi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001240,NWSC-HH-000737,NWSC-MEM-001124,Patrick Mutebi,James Mutebi,1950-05-03,Male,"Plot 245, Hospital Road, Bukomero, Nakaseke District, Uganda",Central Region,Nakaseke,Kapeeka,Bukomero,DEPENDANT,Parent,Dependant,,,TRUE
NWSC-MEM-001241,NWSC-HH-000823,NWSC-MEM-001210,Denis Kagoya,Susan Kagoya,2020-10-11,Female,"Plot 893, Main Street, Mbulamuti, Kamuli District, Uganda",Central Region,Kamuli,Kamuli,Mbulamuti,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001242,NWSC-HH-000593,NWSC-MEM-000980,Nakato Kagoya,Noah Kagoya,2018-06-26,Male,"Plot 329, School Lane, Jinja, Jinja District, Uganda",Central Region,Jinja,Jinja,Jinja,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001243,NWSC-HH-000495,NWSC-MEM-000882,Opio Nanyonga,Simon Nanyonga,2013-04-05,Male,"Plot 988, Church Road, Bukakata, Masaka District, Uganda",Central Region,Masaka,Masaka,Bukakata,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001244,NWSC-HH-000725,NWSC-MEM-001112,Daniel Kisembo,Esther Kisembo,2020-05-08,Female,"Plot 15, Main Street, Suunga, Masaka District, Uganda",Central Region,Masaka,Masaka,Suunga,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001245,NWSC-HH-000610,NWSC-MEM-000997,Geoffrey Kato,Stella Kato,2002-08-17,Female,"Plot 234, Spring Road, Mukungwe, Masaka District, Uganda",Central Region,Masaka,Masaka,Mukungwe,DEPENDANT,Sibling,Dependant,,,TRUE
NWSC-MEM-001246,NWSC-HH-000602,NWSC-MEM-000989,Allan Namutebi,Paul Namutebi,2022-07-28,Male,"Plot 738, Civic Road, Bukulula, Kalungu District, Uganda",Central Region,Kalungu,Kalungu,Bukulula,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001247,NWSC-HH-000554,NWSC-MEM-000941,Isaac Okot,Halima Okot,2019-11-06,Female,"Plot 340, Mission Road, Kiyinda, Mityana District, Uganda",Central Region,Mityana,Mityana,Kiyinda,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001248,NWSC-HH-000544,NWSC-MEM-000931,Mary Mukasa,Ivan Mukasa,2025-05-08,Male,"Plot 868, Council Road, Kajjansi, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kajjansi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001249,NWSC-HH-000783,NWSC-MEM-001170,Kato Namutebi,Rebecca Namutebi,1984-08-31,Female,"Plot 267, Main Street, Kajjansi, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kajjansi,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001250,NWSC-HH-000570,NWSC-MEM-000957,Samuel Obote,Peter Obote,1955-03-13,Male,"Plot 746, Hospital Road, Bweyale, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Bweyale,DEPENDANT,Parent,Dependant,,,TRUE
NWSC-MEM-001251,NWSC-HH-000626,NWSC-MEM-001013,James Otieno,Angela Otieno,2024-01-28,Female,"Plot 210, Civic Road, Bombo, Luweero District, Uganda",Central Region,Luweero,Luweero,Bombo,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001252,NWSC-HH-000508,NWSC-MEM-000895,Peace Nakimuli,Joshua Nakimuli,2011-08-04,Male,"Plot 134, Commercial Street, Bukakata, Masaka District, Uganda",Central Region,Masaka,Masaka,Bukakata,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001253,NWSC-HH-000659,NWSC-MEM-001046,Hassan Ntale,Violet Ntale,2022-08-27,Female,"Plot 867, Station Road, Wobulenzi, Luweero District, Uganda",Central Region,Luweero,Luweero,Wobulenzi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001254,NWSC-HH-000668,NWSC-MEM-001055,Stephen Kiconco,Lydia Kiconco,2005-08-21,Female,"Plot 994, School Lane, Kagoma, Jinja District, Uganda",Central Region,Jinja,Jinja,Kagoma,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001255,NWSC-HH-000497,NWSC-MEM-000884,Rose Baluku,Charles Baluku,2013-05-01,Male,"Plot 663, Hill Road, Kitoro, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kitoro,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001256,NWSC-HH-000663,NWSC-MEM-001050,Peace Nakimuli,Florence Nakimuli,1984-05-24,Female,"Plot 324, Market Street, Lutuuku, Sembabule District, Uganda",Central Region,Sembabule,Sembabule,Lutuuku,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001257,NWSC-HH-000705,NWSC-MEM-001092,Annet Wamala,Geoffrey Kagoya,2003-01-06,Male,"Plot 694, School Lane, Kibibi, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Kibibi,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001258,NWSC-HH-000507,NWSC-MEM-000894,Daniel Tusubira,Margaret Tusubira,2011-12-25,Female,"Plot 250, Hill Road, Kibibi, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Kibibi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001259,NWSC-HH-000536,NWSC-MEM-000923,Allan Nakimuli,Richard Nakimuli,2024-07-23,Male,"Plot 946, Water Works Road, Bweyale, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Bweyale,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001260,NWSC-HH-000540,NWSC-MEM-000927,Grace Nanyonga,Michael Ocen,1983-02-16,Male,"Plot 204, Market Street, Buwuni, Bugiri District, Uganda",Central Region,Bugiri,Bugiri,Buwuni,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001261,NWSC-HH-000648,NWSC-MEM-001035,Andrew Anywar,Akello Anywar,2005-04-20,Female,"Plot 179, Reservoir Road, Kiryandongo, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Kiryandongo,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001262,NWSC-HH-000506,NWSC-MEM-000893,Robert Lwanga,Susan Lwanga,2020-07-13,Female,"Plot 26, School Lane, Masaka, Masaka District, Uganda",Central Region,Masaka,Masaka,Masaka,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001263,NWSC-HH-000684,NWSC-MEM-001071,Mark Nakku,Sylvia Nakku,2008-05-06,Female,"Plot 596, School Lane, Bweyale, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Bweyale,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001264,NWSC-HH-000780,NWSC-MEM-001167,Florence Walusimbi,Achen Walusimbi,2017-08-29,Female,"Plot 30, Civic Road, Lugazi, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Lugazi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001265,NWSC-HH-000649,NWSC-MEM-001036,Collins Nansubuga,Mary Nansubuga,2012-05-07,Female,"Plot 233, Reservoir Road, Kyotera, Kyotera District, Uganda",Central Region,Kyotera,Kyotera,Kyotera,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001266,NWSC-HH-000535,NWSC-MEM-000922,Annet Olanya,Mark Olanya,2005-04-24,Male,"Plot 365, Station Road, Nyalweyo, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nyalweyo,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001267,NWSC-HH-000721,NWSC-MEM-001108,Babirye Agaba,Timothy Agaba,2020-07-31,Male,"Plot 287, Main Street, Buwuni, Bugiri District, Uganda",Central Region,Bugiri,Bugiri,Buwuni,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001268,NWSC-HH-000607,NWSC-MEM-000994,Nakato Mukasa,Charles Mukasa,2023-07-23,Male,"Plot 455, Water Works Road, Nakaseke, Nakaseke District, Uganda",Central Region,Nakaseke,Kapeeka,Nakaseke,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001269,NWSC-HH-000626,NWSC-MEM-001013,James Otieno,Ruth Otieno,2023-01-17,Female,"Plot 210, Civic Road, Bombo, Luweero District, Uganda",Central Region,Luweero,Luweero,Bombo,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001270,NWSC-HH-000734,NWSC-MEM-001121,Denis Alupo,Irene Alupo,1960-01-20,Female,"Plot 461, Market Street, Bukakata, Masaka District, Uganda",Central Region,Masaka,Masaka,Bukakata,DEPENDANT,Parent,Dependant,,,TRUE
NWSC-MEM-001271,NWSC-HH-000608,NWSC-MEM-000995,Collins Mukasa,Samuel Mukasa,2012-01-21,Male,"Plot 109, Spring Road, Buwama, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Buwama,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001272,NWSC-HH-000757,NWSC-MEM-001144,Irene Wamala,Violet Wamala,2015-07-21,Female,"Plot 382, Industrial Lane, Jinja, Jinja District, Uganda",Central Region,Jinja,Jinja,Jinja,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001273,NWSC-HH-000535,NWSC-MEM-000922,Annet Olanya,David Olanya,1999-11-21,Male,"Plot 365, Station Road, Nyalweyo, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nyalweyo,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001274,NWSC-HH-000676,NWSC-MEM-001063,Simon Olanya,Kato Olanya,2014-10-03,Male,"Plot 511, Civic Road, Kakooge, Nakasongola District, Uganda",Central Region,Nakasongola,Nakasongola,Kakooge,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001275,NWSC-HH-000836,NWSC-MEM-001223,Peace Nantongo,Mark Nantongo,2014-06-03,Male,"Plot 804, Main Street, Mayuge, Iganga District, Uganda",Central Region,Iganga,Iganga,Mayuge,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001276,NWSC-HH-000703,NWSC-MEM-001090,David Otieno,Stephen Otieno,1997-06-28,Male,"Plot 452, School Lane, Wobulenzi, Luweero District, Uganda",Central Region,Luweero,Luweero,Wobulenzi,DEPENDANT,Sibling,Dependant,,,TRUE
NWSC-MEM-001277,NWSC-HH-000496,NWSC-MEM-000883,Annet Baluku,Ibrahim Baluku,2021-10-12,Male,"Plot 261, Mission Road, Mabirizi, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Mabirizi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001278,NWSC-HH-000751,NWSC-MEM-001138,Grace Mirembe,John Mirembe,1992-03-26,Male,"Plot 509, Water Works Road, Nkozi, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Nkozi,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001279,NWSC-HH-000806,NWSC-MEM-001193,Julius Waiswa,Linda Waiswa,2013-03-23,Female,"Plot 460, Church Road, Kajjansi, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kajjansi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001280,NWSC-HH-000636,NWSC-MEM-001023,Noah Mukasa,Charles Mukasa,2009-09-16,Male,"Plot 532, Old Kampala Road, Masaka, Masaka District, Uganda",Central Region,Masaka,Masaka,Masaka,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001281,NWSC-HH-000732,NWSC-MEM-001119,Grace Kyomuhendo,Joseph Kyomuhendo,2025-01-14,Male,"Plot 534, Old Kampala Road, Bukakata, Masaka District, Uganda",Central Region,Masaka,Masaka,Bukakata,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001282,NWSC-HH-000633,NWSC-MEM-001020,Sarah Bamwesigye,John Bamwesigye,2002-02-12,Male,"Plot 899, Old Kampala Road, Zirobwe, Luweero District, Uganda",Central Region,Luweero,Luweero,Zirobwe,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001283,NWSC-HH-000830,NWSC-MEM-001217,Abdul Nabirye,Florence Nabirye,2003-04-24,Female,"Plot 355, Lake View Road, Kinoni, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Kinoni,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001284,NWSC-HH-000572,NWSC-MEM-000959,Florence Anywar,Noah Anywar,1998-05-19,Male,"Plot 470, School Lane, Kamuli, Kamuli District, Uganda",Central Region,Kamuli,Kamuli,Kamuli,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001285,NWSC-HH-000496,NWSC-MEM-000883,Annet Baluku,Patrick Baluku,1966-01-29,Male,"Plot 261, Mission Road, Mabirizi, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Mabirizi,DEPENDANT,Parent,Dependant,,,TRUE
NWSC-MEM-001286,NWSC-HH-000798,NWSC-MEM-001185,Collins Laker,Richard Laker,2009-01-05,Male,"Plot 799, Mission Road, Katovu, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Katovu,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001287,NWSC-HH-000606,NWSC-MEM-000993,Babirye Tumusiime,Agnes Tumusiime,2008-03-12,Female,"Plot 250, Spring Road, Mubende, Mubende District, Uganda",Central Region,Mubende,Mubende,Mubende,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001288,NWSC-HH-000597,NWSC-MEM-000984,Raymond Kizza,Linda Kizza,2006-08-28,Female,"Plot 357, Mission Road, Najjembe, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Najjembe,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001289,NWSC-HH-000828,NWSC-MEM-001215,Ruth Odongo,Joseph Odongo,2024-12-22,Male,"Plot 975, Civic Road, Kisozi, Kamuli District, Uganda",Central Region,Kamuli,Kamuli,Kisozi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001290,NWSC-HH-000523,NWSC-MEM-000910,Linda Akena,Patrick Akena,2010-07-08,Male,"Plot 486, Station Road, Kajjansi, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kajjansi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001291,NWSC-HH-000500,NWSC-MEM-000887,Stephen Obote,Godfrey Obote,2022-01-05,Male,"Plot 858, Church Road, Jinja, Jinja District, Uganda",Central Region,Jinja,Jinja,Jinja,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001292,NWSC-HH-000526,NWSC-MEM-000913,Babirye Nansubuga,Achen Nansubuga,2023-04-29,Female,"Plot 340, Hill Road, Mbulamuti, Kamuli District, Uganda",Central Region,Kamuli,Kamuli,Mbulamuti,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001293,NWSC-HH-000587,NWSC-MEM-000974,Agnes Mutebi,Lydia Mutebi,2011-03-17,Female,"Plot 269, Hill Road, Luweero, Luweero District, Uganda",Central Region,Luweero,Luweero,Luweero,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001294,NWSC-HH-000826,NWSC-MEM-001213,Geoffrey Opio,Sylvia Opio,1989-12-15,Female,"Plot 939, Civic Road, Nkooko, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nkooko,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001295,NWSC-HH-000669,NWSC-MEM-001056,Immaculate Anywar,Godfrey Akello,2002-02-05,Male,"Plot 381, Water Works Road, Kibibi, Mpigi District, Uganda",Central Region,Mpigi,Buwama,Kibibi,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001296,NWSC-HH-000589,NWSC-MEM-000976,Denis Kyomuhendo,Okello Kyomuhendo,2013-12-17,Male,"Plot 384, Station Road, Bweyale, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Bweyale,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001297,NWSC-HH-000576,NWSC-MEM-000963,Isaac Kakooza,Ibrahim Kakooza,1962-11-04,Male,"Plot 139, Station Road, Nkooko, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nkooko,DEPENDANT,Parent,Dependant,,,TRUE
NWSC-MEM-001298,NWSC-HH-000594,NWSC-MEM-000981,Angela Kato,Irene Kato,2023-04-02,Female,"Plot 832, High Street, Kinoni, Lwengo District, Uganda",Central Region,Lwengo,Lwengo,Kinoni,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001299,NWSC-HH-000606,NWSC-MEM-000993,Babirye Tumusiime,Ibrahim Tumusiime,2004-02-21,Male,"Plot 250, Spring Road, Mubende, Mubende District, Uganda",Central Region,Mubende,Mubende,Mubende,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001300,NWSC-HH-000667,NWSC-MEM-001054,Annet Mukasa,Simon Mukasa,2022-05-27,Male,"Plot 864, Lake View Road, Buwenge, Jinja District, Uganda",Central Region,Jinja,Jinja,Buwenge,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001301,NWSC-HH-000531,NWSC-MEM-000918,Violet Okot,Mark Okot,2010-02-26,Male,"Plot 928, Council Road, Buwuni, Bugiri District, Uganda",Central Region,Bugiri,Bugiri,Buwuni,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001302,NWSC-HH-000630,NWSC-MEM-001017,Babirye Waiswa,Ben Walusimbi,1994-06-25,Male,"Plot 72, School Lane, Luweero, Luweero District, Uganda",Central Region,Luweero,Luweero,Luweero,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001303,NWSC-HH-000838,NWSC-MEM-001225,Mary Mugisha,Andrew Mugisha,2020-01-19,Male,"Plot 203, Council Road, Kasambya, Mubende District, Uganda",Central Region,Mubende,Mubende,Kasambya,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001304,NWSC-HH-000668,NWSC-MEM-001055,Stephen Kiconco,Opio Kiconco,1977-02-23,Male,"Plot 994, School Lane, Kagoma, Jinja District, Uganda",Central Region,Jinja,Jinja,Kagoma,DEPENDANT,Sibling,Dependant,,,TRUE
NWSC-MEM-001305,NWSC-HH-000695,NWSC-MEM-001082,Denis Nakimuli,Halima Baluku,2000-11-04,Female,"Plot 4, Council Road, Nkokonjeru, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Nkokonjeru,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001306,NWSC-HH-000569,NWSC-MEM-000956,Abdul Obote,Susan Obote,2022-09-01,Female,"Plot 663, Lake View Road, Luweero, Luweero District, Uganda",Central Region,Luweero,Luweero,Luweero,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001307,NWSC-HH-000526,NWSC-MEM-000913,Babirye Nansubuga,Florence Nansubuga,2021-06-07,Female,"Plot 340, Hill Road, Mbulamuti, Kamuli District, Uganda",Central Region,Kamuli,Kamuli,Mbulamuti,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001308,NWSC-HH-000627,NWSC-MEM-001014,John Kisembo,Agnes Kisembo,2008-08-07,Female,"Plot 100, High Street, Mpigi, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Mpigi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001309,NWSC-HH-000715,NWSC-MEM-001102,Paul Olanya,Mary Olanya,2016-07-29,Female,"Plot 420, School Lane, Busembatya, Iganga District, Uganda",Central Region,Iganga,Iganga,Busembatya,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001310,NWSC-HH-000687,NWSC-MEM-001074,Abdul Okello,Simon Okello,2022-03-15,Male,"Plot 929, Market Street, Kasambya, Mubende District, Uganda",Central Region,Mubende,Mubende,Kasambya,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001311,NWSC-HH-000804,NWSC-MEM-001191,Paul Nalubega,Angela Kakooza,1979-11-20,Female,"Plot 873, Council Road, Busimbi, Mityana District, Uganda",Central Region,Mityana,Mityana,Busimbi,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001312,NWSC-HH-000791,NWSC-MEM-001178,Denis Otieno,Aisha Otieno,2023-07-06,Female,"Plot 489, Main Street, Njeru, Jinja District, Uganda",Central Region,Jinja,Jinja,Njeru,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001313,NWSC-HH-000513,NWSC-MEM-000900,Joshua Okot,Peter Okot,2016-07-25,Male,"Plot 204, Church Road, Katabi, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Katabi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001314,NWSC-HH-000686,NWSC-MEM-001073,Lydia Bukenya,Florence Bukenya,2018-01-17,Female,"Plot 611, Church Road, Kalisizo, Kyotera District, Uganda",Central Region,Kyotera,Kyotera,Kalisizo,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001315,NWSC-HH-000783,NWSC-MEM-001170,Kato Namutebi,Joshua Namutebi,2019-02-24,Male,"Plot 267, Main Street, Kajjansi, Wakiso District, Uganda",Central Region,Wakiso,Entebbe,Kajjansi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001316,NWSC-HH-000647,NWSC-MEM-001034,Okello Mugisha,Brenda Kahuma,1986-02-03,Female,"Plot 693, Mission Road, Migeera, Nakasongola District, Uganda",Central Region,Nakasongola,Nakasongola,Migeera,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001317,NWSC-HH-000693,NWSC-MEM-001080,Brenda Tusubira,Joseph Tusubira,2019-09-30,Male,"Plot 572, Lake View Road, Kiganda, Mubende District, Uganda",Central Region,Mubende,Mubende,Kiganda,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001318,NWSC-HH-000618,NWSC-MEM-001005,Patrick Kiconco,Florence Kiconco,2020-01-03,Female,"Plot 31, Spring Road, Kiryandongo, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Kiryandongo,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001319,NWSC-HH-000535,NWSC-MEM-000922,Annet Olanya,Collins Olanya,2003-06-23,Male,"Plot 365, Station Road, Nyalweyo, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Nyalweyo,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001320,NWSC-HH-000765,NWSC-MEM-001152,Samuel Auma,Akello Auma,2009-02-16,Female,"Plot 288, School Lane, Kalungu, Kalungu District, Uganda",Central Region,Kalungu,Kalungu,Kalungu,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001321,NWSC-HH-000624,NWSC-MEM-001011,Julius Agaba,Grace Mugisha,1982-05-11,Female,"Plot 6, Spring Road, Kigumba, Kiryandongo District, Uganda",Central Region,Kiryandongo,Kigumba,Kigumba,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001322,NWSC-HH-000614,NWSC-MEM-001001,Babirye Kizza,Mark Kizza,2014-02-15,Male,"Plot 373, Water Works Road, Buwama, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Buwama,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001323,NWSC-HH-000709,NWSC-MEM-001096,Noah Lwanga,Joshua Lwanga,2020-12-16,Male,"Plot 687, High Street, Kisiita, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Kisiita,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001324,NWSC-HH-000580,NWSC-MEM-000967,Lydia Kiconco,Catherine Kiconco,2000-02-08,Female,"Plot 490, Old Kampala Road, Semuto, Nakaseke District, Uganda",Central Region,Nakaseke,Kapeeka,Semuto,DEPENDANT,Sibling,Dependant,,,TRUE
NWSC-MEM-001325,NWSC-HH-000727,NWSC-MEM-001114,Mary Nanyonga,Collins Nanyonga,2023-10-04,Male,"Plot 967, Civic Road, Mbulamuti, Kamuli District, Uganda",Central Region,Kamuli,Kamuli,Mbulamuti,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001326,NWSC-HH-000524,NWSC-MEM-000911,Kato Bukenya,Jackie Bukenya,2023-12-08,Female,"Plot 498, Water Works Road, Kapeeka, Nakaseke District, Uganda",Central Region,Nakaseke,Kapeeka,Kapeeka,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001327,NWSC-HH-000773,NWSC-MEM-001160,Sylvia Okot,Kato Alupo,2001-09-21,Male,"Plot 376, Mission Road, Mpigi, Mpigi District, Uganda",Central Region,Mpigi,Mpigi,Mpigi,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001328,NWSC-HH-000667,NWSC-MEM-001054,Annet Mukasa,Prossy Mukasa,1998-05-28,Female,"Plot 864, Lake View Road, Buwenge, Jinja District, Uganda",Central Region,Jinja,Jinja,Buwenge,DEPENDANT,Sibling,Dependant,,,TRUE
NWSC-MEM-001329,NWSC-HH-000679,NWSC-MEM-001066,Peace Kiconco,Samuel Walusimbi,1988-02-21,Male,"Plot 532, Civic Road, Kisiita, Kakumiro District, Uganda",Central Region,Kakumiro,Kakumiro,Kisiita,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001330,NWSC-HH-000685,NWSC-MEM-001072,Godfrey Senyonga,Violet Senyonga,1974-09-18,Female,"Plot 571, Hospital Road, Kalungu, Kalungu District, Uganda",Central Region,Kalungu,Kalungu,Kalungu,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001331,NWSC-HH-000827,NWSC-MEM-001214,Julius Bukenya,Martha Kizza,1989-05-24,Female,"Plot 43, Hospital Road, Kalisizo, Kyotera District, Uganda",Central Region,Kyotera,Kyotera,Kalisizo,DEPENDANT,Spouse,Dependant,,,TRUE
NWSC-MEM-001332,NWSC-HH-000791,NWSC-MEM-001178,Denis Otieno,Godfrey Otieno,2022-06-25,Male,"Plot 489, Main Street, Njeru, Jinja District, Uganda",Central Region,Jinja,Jinja,Njeru,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001333,NWSC-HH-000567,NWSC-MEM-000954,Agnes Okot,Peter Okot,2016-03-19,Male,"Plot 472, Main Street, Lugazi, Buikwe District, Uganda",Central Region,Buikwe,Lugazi,Lugazi,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001334,NWSC-HH-000652,NWSC-MEM-001039,David Nantongo,Opio Nantongo,2019-03-08,Male,"Plot 134, Council Road, Sanje, Kyotera District, Uganda",Central Region,Kyotera,Kyotera,Sanje,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001335,NWSC-HH-000556,NWSC-MEM-000943,Angela Opio,Stella Opio,2006-04-21,Female,"Plot 441, Market Street, Kalungu, Kalungu District, Uganda",Central Region,Kalungu,Kalungu,Kalungu,DEPENDANT,Child,Dependant,,,TRUE
NWSC-MEM-001336,NWSC-HH-000621,NWSC-MEM-001008,Ritah Aciro,Noah Aciro,1986-12-07,Male,"Plot 561, Lake View Road, Jinja, Jinja District, Uganda",Central Region,Jinja,Jinja,Jinja,DEPENDANT,Spouse,Dependant,,,TRUE
